t;id;i;iso3;country;Out-degree;In-degree;Out-strength;In-strength;Out-degree_percent;In-degree percent;Out-strength-percent;In-strength_percent;Out-closenness;In-closenness;W-Out-closenness;W-In-closenness;Out-eigenvector;In-eigenvector;W-Out-eigenvector;W-In-eigenvector
1996;8;51;ARM;Armenia;0.2485876;0.2711864;684.9839;2249.538;0.246333;0.2687269;0.002326;0.0076386;0.5709677;0.5784314;0.1289208;0.1624416;0.0371825;0.0404586;0.0000422;0.00029
1995;8;51;ARM;Armenia;0.220339;0.259887;354.5128;848.4877;0.2326969;0.274463;0.0012727;0.003046;0.5619048;0.5746753;0.0759587;0.1087076;0.0348096;0.0413548;0.000071;0.0001823
2010;9;28;ATG;Antigua and barbuda;0.4745763;0.6158192;14895.31;11446.34;0.385923;0.5007811;0.0179952;0.0138285;0.6555555;0.722449;0.7676418;0.2842638;0.0514463;0.0657975;0.000166;0.0007567
2009;9;28;ATG;Antigua and barbuda;0.3446328;0.4124294;8598.966;8656.858;0.2860895;0.3423694;0.0127314;0.0128171;0.6040956;0.6298932;0.6816331;0.3175068;0.041055;0.0495625;0.0000962;0.0006329
2008;9;28;ATG;Antigua and barbuda;0.440678;0.4463277;1972.338;9270.877;0.352638;0.357159;0.0022244;0.0104557;0.6413044;0.6436363;0.139173;0.2673745;0.0490824;0.050221;0.0000644;0.0005691
2007;9;28;ATG;Antigua and barbuda;0.519774;0.6497175;1490.491;9677.804;0.4181438;0.5226797;0.0019646;0.0127565;0.6755725;0.7405857;0.120582;0.2549215;0.0557071;0.0686206;0.0000571;0.0007641
2006;9;28;ATG;Antigua and barbuda;0.4350283;0.5762712;1893.038;7417.916;0.3549205;0.4701544;0.0028687;0.011241;0.6389892;0.702381;0.236309;0.2439992;0.0484365;0.0626619;0.0001485;0.0006981
2005;9;28;ATG;Antigua and barbuda;0.480226;0.6045198;2185.956;5327.013;0.3912723;0.4925428;0.0038083;0.0092806;0.6579925;0.7165992;0.2341171;0.2618531;0.0517463;0.0654243;0.0001606;0.0006425
2004;9;28;ATG;Antigua and barbuda;0.440678;0.4632768;1080.215;2858.719;0.3675951;0.3864461;0.002124;0.005621;0.6413044;0.6507353;0.1894872;0.1841262;0.0505133;0.0544516;0.0000546;0.0003411
2003;9;28;ATG;Antigua and barbuda;0.3841808;0.4350283;2156.485;2120.103;0.3216347;0.364204;0.0051946;0.005107;0.6188811;0.6389892;0.4291652;0.1888702;0.0438886;0.0509831;0.0003629;0.0003175
2002;9;28;ATG;Antigua and barbuda;0.3446328;0.4293785;1301.217;2422.209;0.2928609;0.3648759;0.0036489;0.0067925;0.6040956;0.6366907;0.3317674;0.186793;0.0399025;0.051331;0.0002029;0.0003132
2001;9;28;ATG;Antigua and barbuda;0.3672316;0.4067796;1099.948;2048.225;0.3160403;0.3500754;0.0032039;0.0059661;0.6124567;0.6276596;0.3116845;0.1667516;0.0423225;0.0492989;0.0001719;0.0002792
2000;9;28;ATG;Antigua and barbuda;0.4067796;0.5480226;774.8121;5232.446;0.356842;0.4807454;0.0021878;0.0147744;0.6276596;0.6887159;0.1606069;0.3204316;0.0466048;0.0645928;0.0000897;0.0007251
1999;9;28;ATG;Antigua and barbuda;0.3785311;0.5254237;273.7542;4830.703;0.344597;0.4783213;0.000871;0.0153703;0.6167247;0.6781609;0.0499114;0.3751038;0.0451261;0.0636017;0.0000137;0.0009002
1998;9;28;ATG;Antigua and barbuda;0.3107345;0.3785311;146.0768;2125.127;0.2875216;0.3502536;0.0004819;0.0070112;0.5919732;0.6167247;0.0259816;0.2179686;0.0394588;0.0504531;0.0000116;0.0004108
1997;9;28;ATG;Antigua and barbuda;0.3276836;0.3672316;349.9232;1582.329;0.3099615;0.3473707;0.0011448;0.0051767;0.597973;0.6124567;0.0514677;0.1655242;0.0430824;0.0493954;0.0000311;0.000328
1996;9;28;ATG;Antigua and barbuda;0.2881356;0.3841808;281.8177;1629.366;0.2855223;0.3806964;0.0009569;0.0055327;0.5841584;0.6188811;0.0560209;0.1549929;0.0411174;0.0541871;0.0000302;0.0003182
1995;9;28;ATG;Antigua and barbuda;0.2768362;0.3276836;265.7438;1404.822;0.2923627;0.3460621;0.000954;0.0050432;0.5803279;0.597973;0.0440363;0.1673692;0.040164;0.050787;0.0000158;0.0003114
2010;10;36;AUS;Australia;0.9943503;0.9774011;1163404;1029698;0.8086006;0.7948176;1.405526;1.243993;0.994382;0.9779006;0.9801112;0.3716795;0.0955769;0.0954836;0.1070806;0.0715931
2009;10;36;AUS;Australia;0.9943503;0.9887006;874129.8;858468.1;0.8254386;0.8207485;1.294212;1.271024;0.994382;0.9888268;0.9689634;0.4911233;0.0968654;0.097247;0.090519;0.0727418
2008;10;36;AUS;Australia;0.9887006;0.9717514;1079416;1050814;0.791175;0.777612;1.217371;1.185114;0.9888268;0.9725274;0.8749303;0.4071153;0.0946022;0.0943832;0.0802625;0.067651
2007;10;36;AUS;Australia;0.9887006;0.9661017;823285.5;869600;0.7953823;0.7772021;1.085191;1.146239;0.9888268;0.9672131;0.8425401;0.4162701;0.0949948;0.094788;0.0639807;0.061642
2006;10;36;AUS;Australia;0.9887006;0.9830508;722521.4;744832.9;0.8066375;0.8020281;1.094901;1.128712;0.9888268;0.9833333;0.7774221;0.4825404;0.0957654;0.0967613;0.0615862;0.0594763
2005;10;36;AUS;Australia;0.9887006;0.9661017;612655.2;664022.8;0.8055607;0.7871479;1.067356;1.156848;0.9888268;0.9672131;0.8209016;0.5288629;0.0956457;0.0950453;0.057746;0.0598769
2004;10;36;AUS;Australia;1;0.960452;486645.7;577718.6;0.8341581;0.8011687;0.9568688;1.135941;1;0.9619565;0.7132127;0.5285074;0.0978055;0.0960594;0.0497239;0.0586575
2003;10;36;AUS;Australia;0.9943503;0.9435028;397101.7;473319.1;0.8324662;0.7898968;0.9565585;1.140155;0.994382;0.9465241;0.7729977;0.4680699;0.0976599;0.0953383;0.0455522;0.0571373
2002;10;36;AUS;Australia;0.9943503;0.9491525;364492.6;388738.4;0.8449758;0.8065677;1.022129;1.090121;0.994382;0.9516129;0.7274407;0.4587241;0.0986095;0.0968599;0.046107;0.0534252
2001;10;36;AUS;Australia;0.9830508;0.9039548;357150.6;341020.8;0.8460155;0.7779452;1.040306;0.9933234;0.9833333;0.9123712;0.6685553;0.4124945;0.0987307;0.0950419;0.044201;0.0468548
2000;10;36;AUS;Australia;0.9887006;0.9322034;354206;390742;0.8673241;0.8177628;1.000138;1.103301;0.9888268;0.9365079;0.6036959;0.4380697;0.100627;0.0980955;0.0432125;0.0525897
1999;10;36;AUS;Australia;0.9943503;0.9096045;306309.3;361624.5;0.9052101;0.8280615;0.9746124;1.150614;0.994382;0.9170985;0.7813516;0.4681442;0.1027463;0.0977812;0.040471;0.0559272
1998;10;36;AUS;Australia;0.9830508;0.9096045;321163.8;337662.3;0.9096136;0.841654;1.059582;1.114014;0.9833333;0.9170985;0.7445669;0.447744;0.1032069;0.0992432;0.0449019;0.0578151
1997;10;36;AUS;Australia;0.9830508;0.8870056;348589.2;341170;0.9298846;0.8390338;1.140436;1.116164;0.9833333;0.8984771;0.7609305;0.4459756;0.1044336;0.0985614;0.0482797;0.0606648
1996;10;36;AUS;Australia;0.9717514;0.8870056;339527.3;340753;0.9629381;0.8789609;1.152909;1.157071;0.9725274;0.8984771;0.730885;0.4266112;0.1060658;0.101036;0.0490603;0.0665121
1995;10;36;AUS;Australia;0.960452;0.8418079;298334.3;323263.7;1.01432;0.8890215;1.070991;1.160485;0.9619565;0.8634146;0.5712709;0.3786258;0.1096802;0.1012374;0.0496005;0.0655296
2010;11;40;AUT;Austria;0.9887006;0.960452;781188.9;835038.9;0.8040062;0.7810346;0.9437661;1.008823;0.9888268;0.9619565;0.9719571;0.3727947;0.0957137;0.0947501;0.0423748;0.0495192
2009;11;40;AUT;Austria;0.9943503;0.9887006;692919.4;754756.3;0.8254386;0.8207485;1.025917;1.117471;0.994382;0.9888268;0.9651085;0.4937722;0.0971868;0.09745;0.0483173;0.0604186
2008;11;40;AUT;Austria;0.9943503;0.9661017;904124.4;959146.6;0.795696;0.773091;1.019677;1.081731;0.994382;0.9672131;0.8749472;0.409588;0.0951665;0.0943679;0.0492051;0.0604941
2007;11;40;AUT;Austria;1;0.9661017;832561.3;861309.7;0.8044723;0.7772021;1.097418;1.135312;1;0.9672131;0.847535;0.4189979;0.0957818;0.0945463;0.0512651;0.0589529
2006;11;40;AUT;Austria;0.9943503;0.9661017;720336;739880.9;0.8112469;0.7882001;1.09159;1.121208;0.994382;0.9672131;0.7824103;0.4861789;0.0962717;0.0958777;0.0508347;0.0547629
2005;11;40;AUT;Austria;0.9887006;0.9491525;623812.9;662698.5;0.8055607;0.7733382;1.086795;1.15454;0.9888268;0.9516129;0.8273458;0.532963;0.0960451;0.0947776;0.0493241;0.0529444
2004;11;40;AUT;Austria;0.9830508;0.9887006;562209.8;602844.4;0.8200197;0.8247325;1.105447;1.185345;0.9833333;0.9888268;0.7192035;0.5326679;0.0972613;0.0982143;0.0500875;0.0552615
2003;11;40;AUT;Austria;0.9717514;0.9661017;451331.7;485965.7;0.8135465;0.8088166;1.08719;1.170619;0.9725274;0.9672131;0.7802892;0.4705395;0.0972958;0.0972786;0.0462937;0.0491131
2002;11;40;AUT;Austria;0.9717514;0.9435028;376435.1;397746.5;0.8257718;0.8017668;1.055619;1.115382;0.9725274;0.9465241;0.7329215;0.4607652;0.0982636;0.0969213;0.0408348;0.0417003
2001;11;40;AUT;Austria;0.9887006;0.9830508;346952.3;382723;0.8508776;0.8460155;1.010601;1.114794;0.9888268;0.9833333;0.6721005;0.4147679;0.0994743;0.1001491;0.0374653;0.0410549
2000;11;40;AUT;Austria;0.9774011;0.9774011;317923.6;369369.7;0.8574119;0.8574119;0.8976905;1.042954;0.9779006;0.9779006;0.6059048;0.439469;0.1003722;0.1008186;0.0290031;0.0354529
1999;11;40;AUT;Austria;0.9774011;0.9830508;327895.9;379965.3;0.8897804;0.8949236;1.043296;1.208971;0.9779006;0.9833333;0.7875171;0.4698237;0.1023989;0.1035925;0.0372072;0.0459116
1998;11;40;AUT;Austria;0.9661017;0.9830508;330480.3;382783.5;0.8939307;0.9096136;1.090319;1.262878;0.9672131;0.9833333;0.7500759;0.4493521;0.1023983;0.1041312;0.0413747;0.0530718
1997;11;40;AUT;Austria;0.9774011;0.9774011;307664.4;361393.4;0.9245404;0.9245404;1.006548;1.182326;0.9779006;0.9779006;0.7644214;0.4475788;0.1046274;0.105547;0.0366342;0.0490744
1996;11;40;AUT;Austria;0.9717514;0.960452;304332.1;373022.9;0.9629381;0.9517412;1.033399;1.266647;0.9725274;0.9619565;0.7348834;0.428036;0.1069793;0.1072809;0.0422257;0.0591451
1995;11;40;AUT;Austria;0.9548023;0.9435028;299980.4;362639.9;1.008353;0.9964201;1.076901;1.301842;0.9567568;0.9465241;0.5736028;0.3799649;0.1090688;0.1098865;0.044049;0.062202
2010;12;31;AZE;Azerbaijan;0.6610169;0.6610169;141875.1;57537.51;0.5375356;0.5375356;0.1714015;0.0695119;0.7468355;0.7468355;0.8957222;0.3199093;0.0695709;0.0703681;0.0055425;0.0023351
2009;12;31;AZE;Azerbaijan;0.59887;0.6723164;98959.98;46208.49;0.4971391;0.558109;0.1465174;0.068415;0.7137097;0.7531915;0.8557109;0.4125802;0.0667755;0.0723426;0.0056967;0.0024275
2008;12;31;AZE;Azerbaijan;0.6045198;0.6949152;205609.8;60821.7;0.483747;0.556083;0.2318879;0.0685951;0.7165992;0.7662337;0.8139255;0.356921;0.065863;0.072703;0.0098761;0.0023506
2007;12;31;AZE;Azerbaijan;0.6327683;0.6497175;76471.22;44367.35;0.5090446;0.5226797;0.1007984;0.0584816;0.731405;0.7405857;0.7296454;0.3534095;0.0688582;0.0701434;0.0037536;0.0018986
2006;12;31;AZE;Azerbaijan;0.59887;0.6779661;47790.86;41619.37;0.4885918;0.5531229;0.0724218;0.0630696;0.7137097;0.7564102;0.677624;0.4069299;0.066862;0.0725418;0.001967;0.0018954
2005;12;31;AZE;Azerbaijan;0.5819209;0.6384181;30166.35;32378.64;0.47413;0.520162;0.0525552;0.0564094;0.7051793;0.7344398;0.6334161;0.4113673;0.0642114;0.0688767;0.0012362;0.0015476
2004;12;31;AZE;Azerbaijan;0.5649717;0.6045198;18564.29;26236.18;0.4712758;0.504265;0.0365021;0.051587;0.6968504;0.7165992;0.5227163;0.3938752;0.0650454;0.0678331;0.0007118;0.0014768
2003;12;31;AZE;Azerbaijan;0.5028248;0.5932204;14059.27;19191.8;0.420963;0.4966417;0.0338667;0.0462302;0.6679245;0.7108434;0.5842128;0.3391002;0.0572082;0.066676;0.0009426;0.0012953
2002;12;31;AZE;Azerbaijan;0.5649717;0.5593221;10969.05;11868.39;0.4800999;0.4752989;0.03076;0.033282;0.6968504;0.6941177;0.5413424;0.3073496;0.0643216;0.06355;0.0006933;0.0006954
2001;12;31;AZE;Azerbaijan;0.519774;0.5762712;11591.17;10315.84;0.4473185;0.4959401;0.0337627;0.0300479;0.6755725;0.702381;0.5252153;0.2754281;0.0612201;0.065816;0.0007421;0.000885
2000;12;31;AZE;Azerbaijan;0.5028248;0.5536723;10012.84;9247.721;0.4410963;0.4857015;0.0282723;0.0261119;0.6679245;0.6914063;0.4367293;0.2883637;0.0603424;0.0649377;0.0005559;0.0008247
1999;12;31;AZE;Azerbaijan;0.4971751;0.5536723;5578.151;6963.877;0.452605;0.5040374;0.0177485;0.0221576;0.6654136;0.6914063;0.3299169;0.2963167;0.0618959;0.0669385;0.0004154;0.0005027
1998;12;31;AZE;Azerbaijan;0.4180791;0.5423729;3625.573;8799.878;0.3868472;0.5018559;0.0119615;0.0290325;0.6321428;0.6860465;0.2781705;0.3202815;0.0539951;0.0663679;0.0001528;0.0006564
1997;12;31;AZE;Azerbaijan;0.3898305;0.4576271;5083.573;8150.878;0.3687473;0.4328773;0.0166313;0.0266662;0.6210526;0.6483517;0.3750894;0.3169591;0.051611;0.0574779;0.0001507;0.0004884
1996;12;31;AZE;Azerbaijan;0.3841808;0.440678;3928.705;7382.181;0.3806964;0.4366812;0.0133404;0.0250671;0.6188811;0.6413044;0.3659877;0.2886768;0.0516885;0.058981;0.0000943;0.000533
1995;12;31;AZE;Azerbaijan;0.2316384;0.259887;662.7463;2349.052;0.2446301;0.274463;0.0023792;0.0084329;0.5654952;0.5746753;0.0637164;0.2260793;0.0380262;0.0415027;0.000062;0.0002713
2010;13;108;BDI;Burundi;0.4011299;0.5649717;1151.178;5007.964;0.3261968;0.4594321;0.0013908;0.0060502;0.6254417;0.6968504;0.0518835;0.1106162;0.0453329;0.0624242;0.0000372;0.0002032
2009;13;108;BDI;Burundi;0.3841808;0.5141243;747.3498;2759.099;0.3189194;0.4267892;0.0011065;0.004085;0.6188811;0.6730038;0.0490199;0.0975637;0.0440986;0.0575068;0.0000337;0.0001202
2008;13;108;BDI;Burundi;0.4011299;0.5254237;616.0065;2192.203;0.320991;0.420453;0.0006947;0.0024724;0.6254417;0.6781609;0.024495;0.0674711;0.0439;0.0576703;0.0000191;0.0000909
2007;13;108;BDI;Burundi;0.4632768;0.5593221;885.3335;2728.161;0.3726934;0.4499591;0.001167;0.0035961;0.6507353;0.6941177;0.0473682;0.1239622;0.0505181;0.0614487;0.0000337;0.00009
2006;13;108;BDI;Burundi;0.440678;0.5649717;1470.76;2432.034;0.3595299;0.4609357;0.0022288;0.0036855;0.6413044;0.6968504;0.1166191;0.0806503;0.0487743;0.0623054;0.000041;0.0001141
2005;13;108;BDI;Burundi;0.4011299;0.4971751;726.7121;1887.311;0.3268275;0.4050819;0.0012661;0.003288;0.6254417;0.6654136;0.0500375;0.0710381;0.0452491;0.0561216;0.0000404;0.000092
2004;13;108;BDI;Burundi;0.3389831;0.4858757;489.5831;1373.713;0.2827654;0.4052972;0.0009626;0.0027011;0.6020408;0.6604478;0.0760419;0.062358;0.0407136;0.0557331;0.0000261;0.0000908
2003;13;108;BDI;Burundi;0.3615819;0.4293785;438.0534;1018.067;0.302715;0.359474;0.0010552;0.0024524;0.6103448;0.6366907;0.0832895;0.0743656;0.0436841;0.0507859;0.0000346;0.0000514
2002;13;108;BDI;Burundi;0.3446328;0.4237288;222.2408;939.8475;0.2928609;0.3600749;0.0006232;0.0026356;0.6040956;0.6344086;0.0374966;0.0698521;0.0414657;0.05126;0.000015;0.0000477
2001;13;108;BDI;Burundi;0.3333333;0.4463277;282.0124;959.5735;0.2868673;0.3841105;0.0008214;0.002795;0.6;0.6436363;0.0239301;0.0675834;0.0416384;0.0531157;0.000023;0.0000611
2000;13;108;BDI;Burundi;0.3050847;0.4350283;338.9261;972.6749;0.2676315;0.3816226;0.000957;0.0027464;0.59;0.6389892;0.0256428;0.0605706;0.0390583;0.0529793;0.0000314;0.0000491
1999;13;108;BDI;Burundi;0.2372881;0.4180791;372.2216;847.9719;0.2160161;0.3805997;0.0011843;0.0026981;0.5673077;0.6321428;0.0465555;0.0705921;0.031994;0.0524733;0.0000427;0.0000547
1998;13;108;BDI;Burundi;0.3276836;0.4293785;407.1025;1073.833;0.3032046;0.3973025;0.0013431;0.0035428;0.597973;0.6366907;0.0921493;0.0969597;0.0435601;0.0544365;0.0000625;0.0000892
1997;13;108;BDI;Burundi;0.3502825;0.4011299;531.8094;795.9688;0.3313382;0.3794357;0.0017399;0.0026041;0.6061644;0.6254417;0.0639878;0.0732096;0.0445622;0.0526569;0.0000745;0.0000606
1996;13;108;BDI;Burundi;0.299435;0.3898305;572.0652;964.5549;0.2967193;0.3862949;0.0019425;0.0032753;0.5880399;0.6210526;0.0789213;0.0711055;0.0428456;0.0538532;0.000063;0.0001064
1995;13;108;BDI;Burundi;0.2711864;0.4124294;1362.358;1679.906;0.2863962;0.4355609;0.0048907;0.0060307;0.5784314;0.6298932;0.1890752;0.1106338;0.0408899;0.0592608;0.0002032;0.0001987
2010;14;204;BEN;Benin;0.3502825;0.5310735;5989.165;37009.09;0.2848479;0.4318662;0.0072356;0.0447112;0.6061644;0.6807692;0.3145635;0.3384036;0.0404397;0.0609448;0.000157;0.0025902
2009;14;204;BEN;Benin;0.3502825;0.4745763;1807.458;29400.32;0.2907795;0.3939593;0.0026761;0.0435293;0.6061644;0.6555555;0.1678627;0.4394467;0.0410745;0.0564972;0.0001392;0.002569
2008;14;204;BEN;Benin;0.3559322;0.5084746;3458.968;35420.11;0.284823;0.40689;0.003901;0.039947;0.6082474;0.6704546;0.136001;0.3695837;0.0404935;0.0578482;0.0001479;0.0025667
2007;14;204;BEN;Benin;0.3559322;0.4915254;3954.917;25838.73;0.2863376;0.3954186;0.0052131;0.0340586;0.6082474;0.6629214;0.2652918;0.3734331;0.0416096;0.05635;0.000157;0.0017313
2006;14;204;BEN;Benin;0.3615819;0.4632768;3333.645;17817.92;0.2949989;0.3779673;0.0050518;0.0270011;0.6103448;0.6507353;0.1902736;0.4165662;0.0428226;0.0544679;0.0001324;0.0011989
2005;14;204;BEN;Benin;0.5028248;0.6271186;2793.374;10698.63;0.4096851;0.5109556;0.0048666;0.0186389;0.6679245;0.728395;0.1951075;0.3377591;0.0539375;0.0693;0.0001656;0.0005951
2004;14;204;BEN;Benin;0.480226;0.6779661;2509.694;9172.234;0.4005844;0.5655309;0.0049347;0.0180349;0.6579925;0.7564102;0.1738764;0.3274825;0.0541914;0.0739952;0.0001417;0.0006004
2003;14;204;BEN;Benin;0.519774;0.6610169;2760.423;8442.962;0.4351528;0.5534008;0.0066494;0.0203378;0.6755725;0.7468355;0.1478657;0.2918688;0.0578378;0.072587;0.0001194;0.000618
2002;14;204;BEN;Benin;0.5310735;0.6384181;2013.369;7503.253;0.4512939;0.5425128;0.005646;0.021041;0.6807692;0.7344398;0.196797;0.2880874;0.0624053;0.07173;0.0000769;0.0005552
2001;14;204;BEN;Benin;0.480226;0.6723164;1573.488;7099.951;0.4132834;0.5785968;0.0045832;0.0206807;0.6579925;0.7531915;0.1424153;0.3053892;0.0557171;0.0756995;0.0000489;0.0005689
2000;14;204;BEN;Benin;0.4519774;0.6045198;1623.937;6976.346;0.3964911;0.5303068;0.0045854;0.0196984;0.6459854;0.7165992;0.1420591;0.2837176;0.0547244;0.0697589;0.0000524;0.0004409
1999;14;204;BEN;Benin;0.4519774;0.6553673;1695.105;6254.968;0.4114591;0.5966158;0.0053935;0.019902;0.6459854;0.7436975;0.1444936;0.2848967;0.0556283;0.0767731;0.0000796;0.0005452
1998;14;204;BEN;Benin;0.5141243;0.6384181;2233.294;6777.402;0.4757175;0.5907261;0.0073681;0.02236;0.6730038;0.7344398;0.1974453;0.2711175;0.0633912;0.0759763;0.0001296;0.0006226
1997;14;204;BEN;Benin;0.2937853;0.3898305;1616.995;6007.996;0.2778965;0.3687473;0.0052901;0.0196556;0.5860927;0.6210526;0.2142782;0.2581175;0.0400794;0.0543102;0.0000783;0.000579
1996;14;204;BEN;Benin;0.2768362;0.3672316;1459.5;5750.312;0.2743254;0.363901;0.0049559;0.0195259;0.5803279;0.6124567;0.1343499;0.2504731;0.039975;0.0530323;0.0000951;0.0005576
1995;14;204;BEN;Benin;0.2711864;0.3163842;1114.486;5277.143;0.2863962;0.3341289;0.0040009;0.0189444;0.5784314;0.5939597;0.1129735;0.2427416;0.0410154;0.0494788;0.0000699;0.000606
2010;15;854;BFA;Burkina faso;0.5254237;0.6836158;9488.791;12224.84;0.4272719;0.5559129;0.0114636;0.014769;0.6781609;0.7596567;0.5438937;0.201108;0.0572113;0.0726391;0.0003063;0.0004881
2009;15;854;BFA;Burkina faso;0.5480226;0.7288136;5934.511;11504.08;0.4549292;0.6050089;0.0087865;0.0170326;0.6887159;0.7866667;0.4355406;0.2574032;0.0595417;0.0767797;0.0003099;0.0006285
2008;15;854;BFA;Burkina faso;0.3728814;0.4067796;2220.963;7391.308;0.298386;0.325512;0.0025048;0.008336;0.6145833;0.6276596;0.089624;0.2203168;0.0427754;0.0473656;0.0001134;0.0002534
2007;15;854;BFA;Burkina faso;0.3615819;0.4576271;2295.697;7268.462;0.2908826;0.3681484;0.003026;0.0095807;0.6103448;0.6483517;0.1886874;0.2239361;0.0420663;0.0526334;0.0001839;0.0002634
2006;15;854;BFA;Burkina faso;0.3785311;0.4237288;1856.679;7488.069;0.3088269;0.3457018;0.0028136;0.0113473;0.6167247;0.6344086;0.238206;0.2457443;0.0444203;0.0498098;0.0002229;0.000206
2005;15;854;BFA;Burkina faso;0.3785311;0.4350283;1584.267;4933.194;0.3084147;0.3544467;0.0027601;0.0085945;0.6167247;0.6389892;0.2369775;0.2602042;0.0446433;0.050667;0.0002052;0.0002294
2004;15;854;BFA;Burkina faso;0.440678;0.5310735;3596.626;8313.245;0.3675951;0.4429992;0.0070719;0.0163459;0.6413044;0.6807692;0.2236162;0.2883575;0.0525788;0.061675;0.0001874;0.0005159
2003;15;854;BFA;Burkina faso;0.4519774;0.5254237;2675.627;6569.38;0.3783937;0.4398827;0.0064452;0.0158247;0.6459854;0.6781609;0.1941511;0.2784392;0.051901;0.0601417;0.0000857;0.0002923
2002;15;854;BFA;Burkina faso;0.4180791;0.59887;1677.389;3980.664;0.3552739;0.5089058;0.0047038;0.0111628;0.6321428;0.7137097;0.1610317;0.247537;0.0494129;0.0683741;0.0000608;0.0002455
2001;15;854;BFA;Burkina faso;0.4180791;0.5706215;1363.847;3451.126;0.3597997;0.4910779;0.0039726;0.0100524;0.6321428;0.6996047;0.1264368;0.2116171;0.0509889;0.0657832;0.0000519;0.0002246
2000;15;854;BFA;Burkina faso;0.4519774;0.6045198;1712.628;4187.673;0.3964911;0.5303068;0.0048358;0.0118243;0.6459854;0.7165992;0.132329;0.2310802;0.0544793;0.0706062;0.0000616;0.0002709
1999;15;854;BFA;Burkina faso;0.4519774;0.6779661;1564.241;4926.93;0.4114591;0.6171888;0.0049771;0.0156765;0.6459854;0.7564102;0.1528357;0.2665067;0.0559065;0.0784863;0.0000798;0.0003692
1998;15;854;BFA;Burkina faso;0.440678;0.6158192;1712.877;5269.146;0.4077578;0.5698155;0.0056511;0.0173839;0.6413044;0.722449;0.1023105;0.2899279;0.0553356;0.0740087;0.0000995;0.0004364
1997;15;854;BFA;Burkina faso;0.4745763;0.5762712;1261.092;4123.118;0.4489098;0.5451047;0.0041258;0.0134891;0.6555555;0.702381;0.1024062;0.2633877;0.061624;0.071178;0.0000909;0.0003746
1996;15;854;BFA;Burkina faso;0.3615819;0.5084746;1752.894;3578.925;0.3583025;0.5038629;0.0059522;0.0121527;0.6103448;0.6704546;0.2686403;0.2461644;0.0484046;0.0672432;0.0000809;0.0003804
1995;15;854;BFA;Burkina faso;0.3615819;0.5875706;1511.872;2924.59;0.3818616;0.6205251;0.0054275;0.010499;0.6103448;0.708;0.2211791;0.2103429;0.052207;0.0770926;0.0000804;0.0003641
2010;16;50;BGD;Bangladesh;0.6892655;0.5932204;113141.9;139647.7;0.5605072;0.4824038;0.1366884;0.1687105;0.762931;0.7108434;0.8613311;0.3610413;0.0753204;0.0668464;0.0074308;0.0079375
2009;16;50;BGD;Bangladesh;0.6384181;0.5254237;95653.2;99065.99;0.529969;0.4361692;0.1416215;0.1466743;0.7344398;0.6781609;0.8590522;0.4668697;0.0725524;0.0612218;0.0082934;0.0065236
2008;16;50;BGD;Bangladesh;0.7175141;0.59887;93978.83;101858.5;0.574167;0.479226;0.1059899;0.1148766;0.7797357;0.7137097;0.7662262;0.3861366;0.0766564;0.0664584;0.0065431;0.0047947
2007;16;50;BGD;Bangladesh;0.9378531;0.8983051;87195.73;99890.5;0.7544768;0.7226616;0.1149346;0.1316679;0.9414893;0.9076923;0.7526523;0.3867591;0.0924043;0.0894518;0.0069746;0.0043332
2006;16;50;BGD;Bangladesh;0.920904;0.9265537;81024.84;88390.78;0.7513252;0.7559345;0.1227842;0.1339465;0.9267015;0.9315789;0.7062417;0.4380134;0.0922147;0.0924774;0.0076896;0.003967
2005;16;50;BGD;Bangladesh;0.8983051;0.8700565;61390.36;72615.42;0.7319094;0.7088934;0.1069531;0.1265092;0.9076923;0.885;0.7388231;0.4772616;0.0901854;0.0885174;0.0064082;0.003657
2004;16;50;BGD;Bangladesh;0.9039548;0.8757062;59119.79;64806.81;0.7540412;0.7304774;0.1162445;0.1274266;0.9123712;0.8894472;0.6506887;0.4700126;0.0925278;0.0896906;0.0069512;0.0036465
