all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist,country_name_1,country_name_2,cont_order_1,cont_order_2
BACZ,BA,CZ,-15.104184992617554,-21.662752943054254,648819.0385896562,NA,0.3897655344566283,Czech Republic,Bosnia and Herzegovina,4,4
BADE,BA,DE,-14.758371966291513,-22.14441470645628,974210.5053930035,NA,0.8200053490238032,Germany,Bosnia and Herzegovina,4,4
BADK,BA,DK,-15.368225514673954,-23.34264538197209,1420320.274812126,NA,0.8113577605420345,Denmark,Bosnia and Herzegovina,4,4
BAEE,BA,EE,-14.064804195822868,NA,1733209.6065952384,NA,0.8633324418293662,Estonia,Bosnia and Herzegovina,4,4
BAEG,BA,EG,-16.549384991296368,-25.120167581729017,2207819.322389249,NA,NA,Egypt,Bosnia and Herzegovina,1,4
BAES,BA,ES,-17.07386069844132,-24.07158622934618,1857528.7454580974,NA,0.8178657395025407,Spain,Bosnia and Herzegovina,4,4
BAFR,BA,FR,-16.278240061014873,-23.99359503694512,1256598.8793449842,NA,0.80770259427654445,France,Bosnia and Herzegovina,4,4
BAGB,BA,GB,-15.201147011533976,-24.894607240606227,1913035.2099011648,NA,0.7687438709102256,United Kingdom of Great Britain and Northern Ireland,Bosnia and Herzegovina,4,4
BAHR,BA,HR,-11.51676135155342,-18.282030625850286,210914.31411364413,0,0,Croatia,Bosnia and Herzegovina,4,4
BAHU,BA,HU,-15.744463165767968,-20.569413847513818,349489.2464088449,NA,0.8546848533475975,Hungary,Bosnia and Herzegovina,4,4
BAIL,BA,IL,-15.600276378543276,-25.54581201466115,2047497.9467165857,NA,NA,Israel,Bosnia and Herzegovina,3,4
BAIN,BA,IN,-20.257702446434042,-27.793070633173393,6043773.314289886,NA,0.8084157974502987,India,Bosnia and Herzegovina,3,4
BAIQ,BA,IQ,-15.73544881459483,NA,2581267.927977763,NA,NA,Iraq,Bosnia and Herzegovina,3,4
BAIT,BA,IT,-15.2283582232942,-21.64211985933644,433096.4717331481,NA,0.7955781403227243,Italy,Bosnia and Herzegovina,4,4
BAJO,BA,JO,-14.912840274488255,-26.264150150390172,2168196.0771803665,NA,NA,Jordan,Bosnia and Herzegovina,3,4
BAJP,BA,JP,-17.9959312363448,-27.583299938340684,9258325.018113775,NA,0.9252919675492557,Japan,Bosnia and Herzegovina,3,4
BAKW,BA,KW,-14.612355222110459,NA,3102972.972673528,NA,NA,Kuwait,Bosnia and Herzegovina,3,4
BALV,BA,LV,-13.184699474986699,NA,1504873.9661060583,NA,NA,Latvia,Bosnia and Herzegovina,4,4
BAMK,BA,MK,-12.710724249197698,-20.545238874254963,432671.9473192068,NA,0.341267718641348,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,4,4
BANL,BA,NL,-14.905272319820595,-22.772303312391376,1278077.6760728199,NA,0.8457698136756708,Netherlands,Bosnia and Herzegovina,4,4
BANO,BA,NO,-15.32785854779096,-24.635460640697787,2040549.078144361,NA,0.8381920299545332,Norway,Bosnia and Herzegovina,4,4
BANZ,BA,NZ,-15.23927506242228,NA,18091936.40437312,NA,0.7687438709102256,New Zealand,Bosnia and Herzegovina,5,4
BAPE,BA,PE,-16.657860098411096,NA,11097524.80105692,NA,0.8178657395025407,Peru,Bosnia and Herzegovina,2,4
BAPH,BA,PH,-17.77504129607419,NA,10107083.029499216,NA,0.7687438709102256,Philippines,Bosnia and Herzegovina,3,4
BAPL,BA,PL,-16.177054038317983,-22.949464989306442,877512.1137413057,NA,0.49211018989034505,Poland,Bosnia and Herzegovina,4,4
BAPT,BA,PT,-14.893400548568657,-25.005301012570197,2195650.911607517,NA,0.8422037978069002,Portugal,Bosnia and Herzegovina,4,4
BARO,BA,RO,-15.263738683599227,-22.31854055827518,595390.2312842415,NA,0.7977177498439868,Romania,Bosnia and Herzegovina,4,4
BARS,BA,RS,-10.736745256014322,NA,254550.40555602085,0,0,Serbia,Bosnia and Herzegovina,4,4
BARU,BA,RU,-15.087535104224374,-23.60228888472063,5479473.563700094,NA,0.5659267183738967,Russian Federation,Bosnia and Herzegovina,4,4
BASE,BA,SE,-14.821179071349645,-23.21250655687612,1984503.4344968386,NA,0.8011054649193189,Sweden,Bosnia and Herzegovina,4,4
BASI,BA,SI,-14.195737683961807,-18.484754494219874,305323.0986889006,NA,0.25283052509583664,Slovenia,Bosnia and Herzegovina,4,4
BASK,BA,SK,-13.40776592514125,-21.83001574571618,507967.00343001436,NA,0.3647142729785147,Slovakia,Bosnia and Herzegovina,4,4
BATR,BA,TR,-15.102240664390296,-22.831346221675563,1529824.147624851,NA,0.8801818668093073,Turkey,Bosnia and Herzegovina,3,4
BAUS,BA,US,-16.134325478768346,-26.36146566204964,8719991.535125189,NA,0.7687438709102256,United States of America,Bosnia and Herzegovina,2,4
BEBG,BE,BG,-12.996198850693244,-21.75375053453756,1810327.3418553753,NA,0.8184897922795756,Bulgaria,Belgium,4,4
BEBR,BE,BR,-17.802565824331058,-22.503661720833474,8827331.054575933,NA,0.85557635731479,Brazil,Belgium,2,4
BEBY,BE,BY,-15.246475275153003,-21.784403616902818,1657464.2772013943,NA,0.823303913702416,Belarus,Belgium,4,4
BECA,BE,CA,-16.267028649472977,-21.540098114396628,5780983.459696188,NA,0.5849157528751002,Canada,Belgium,2,4
BECH,BE,CH,-15.173703908248202,-20.289952578566837,517243.57836183644,NA,0.5153784434340732,Switzerland,Belgium,4,4
BECO,BE,CO,-16.267561677770615,-23.145969743468186,8692101.346899863,NA,0.8307925470268342,Colombia,Belgium,2,4
BECZ,BE,CZ,-15.518840144599167,-19.150825610329907,790792.6714623559,NA,0.8461264152625478,Czech Republic,Belgium,4,4
BEDE,BE,DE,-13.982527354950015,-19.140890617213596,459593.16382618586,NA,0.5153784434340732,Germany,Belgium,4,4
BEDK,BE,DK,-15.950000970517664,-20.76696417074094,698909.5212347463,NA,0.6839618436302042,Denmark,Belgium,4,4
BEDZ,BE,DZ,-14.972119292327378,-20.77864034625015,2543190.6225712243,NA,NA,Algeria,Belgium,1,4
BEEE,BE,EE,-13.709307862375638,-22.03944061083196,1663692.7210072696,NA,0.8672550592850138,Estonia,Belgium,4,4
BEEG,BE,EG,-17.725645472069274,-22.554636467489345,3443407.6554969735,NA,NA,Egypt,Belgium,1,4
BEES,BE,ES,-15.010612583011493,-20.555976816564808,1356475.9988723886,NA,0.8307925470268342,Spain,Belgium,4,4
BEFI,BE,FI,-13.997885387148754,-20.415695640648252,1951601.7640960948,NA,0.6053311937238122,Finland,Belgium,4,4
BEFR,BE,FR,-12.857444727161191,-19.075192831296828,557909.6528114681,NA,0.8549523045377553,France,Belgium,4,4
BEGB,BE,GB,-13.933786937909666,-19.738894820499073,646942.2649891688,NA,0.5849157528751002,United Kingdom of Great Britain and Northern Ireland,Belgium,4,4
BEGR,BE,GR,-11.251588575011793,-21.43985148256057,1926586.4431890042,NA,0.8822323259338504,Greece,Belgium,4,4
BEHK,BE,HK,-16.038244704064176,NA,NA,NA,0.5849157528751002,Hong Kong,Belgium,3,4
BEHR,BE,HR,-14.176917189790776,-21.552216607355984,1061846.593795227,NA,0.8457698136756708,Croatia,Belgium,4,4
BEHU,BE,HU,-13.436538831904942,-20.88944672338973,1242777.9939100705,NA,0.8854417402157438,Hungary,Belgium,4,4
BEIE,BE,IE,-15.502913821860828,-19.13699047020881,857353.8487555668,NA,0.5849157528751002,Ireland,Belgium,4,4
BEIL,BE,IL,-14.14034838677655,-19.628538585631897,3315624.6578286667,NA,NA,Israel,Belgium,3,4
BEIN,BE,IN,-17.660934298751123,-21.72722603767441,7122171.166846012,NA,0.8291878398858875,India,Belgium,3,4
BEIQ,BE,IQ,-14.228864095439269,-22.858817536723183,3796358.3559877626,NA,NA,Iraq,Belgium,3,4
BEIT,BE,IT,-14.444858677252133,-20.104439280401927,1114410.2195054397,NA,0.7955781403227243,Italy,Belgium,4,4
BEJO,BE,JO,-14.010333695417417,-23.083405892883388,3435339.630797339,NA,NA,Jordan,Belgium,3,4
BEJP,BE,JP,-15.161009197366925,-21.830044610332042,9374898.064626444,NA,0.8754568957831862,Japan,Belgium,3,4
BEKH,BE,KH,-16.419411694490567,-23.938531719586397,9655098.289110504,NA,0.880092716412588,Cambodia,Belgium,3,4
BEKR,BE,KR,-15.971237797046246,-21.89871804554012,8811207.351248858,NA,0.9221717036640813,Republic of Korea,Belgium,3,4
BEKW,BE,KW,-15.076277622334214,-22.275693745518765,4324020.284379226,NA,NA,Kuwait,Belgium,3,4
BEKZ,BE,KZ,-16.506112587861974,-22.24450887200218,4498388.197245952,NA,0.8677899616653294,Kazakhstan,Belgium,3,4
BELT,BE,LT,-12.206664442214953,-21.364003874496632,1439538.1908817173,NA,0.8379245787643754,Lithuania,Belgium,4,4
BELV,BE,LV,-12.141397251176127,-22.341167180820197,1529987.996265612,NA,NA,Latvia,Belgium,4,4
BEMA,BE,MA,-14.781076983178318,-21.8434210708963,2223128.506731373,NA,NA,Morocco,Belgium,1,4
BEMK,BE,MK,-14.21503121798341,-22.528008378522745,1700793.0527864269,NA,0.8148346260140858,The former Yugoslav Republic of Macedonia,Belgium,4,4
BEMX,BE,MX,-17.320022228188805,-22.893178710484285,9105534.359862415,NA,0.8307925470268342,Mexico,Belgium,2,4
BEMY,BE,MY,-15.757551827786806,-21.611242455964632,11084993.200152582,NA,NA,Malaysia,Belgium,3,4
BENL,BE,NL,-13.063033560715823,-18.17328976971231,221393.17823203315,0,0,Netherlands,Belgium,4,4
BENO,BE,NO,-13.981730679592301,-20.391994093865268,1295472.596925483,NA,0.6111259695105643,Norway,Belgium,4,4
BENZ,BE,NZ,-14.270550665035598,-22.098139499524315,18792488.443755355,NA,0.5849157528751002,New Zealand,Belgium,5,4
BEPH,BE,PH,-17.15058905036474,-22.652792360056,10750664.620382747,NA,0.5849157528751002,Philippines,Belgium,3,4
BEPL,BE,PL,-14.29126700314853,-20.73882803379618,1116056.138997855,NA,0.8472853704198984,Poland,Belgium,4,4
BEPT,BE,PT,-16.220168458020197,-21.027640886366637,1570157.06811529,NA,0.85557635731479,Portugal,Belgium,4,4
BERO,BE,RO,-13.063229591953187,-22.088880884104046,1635493.4840060754,NA,0.8103771061781225,Romania,Belgium,4,4
BERS,BE,RS,-14.025272547546383,NA,1484260.2539957836,NA,0.8457698136756708,Serbia,Belgium,4,4
BERU,BE,RU,-13.67467407180701,-21.889012770516356,5602162.208113121,NA,0.8378354283676562,Russian Federation,Belgium,4,4
BESA,BE,SA,-14.772976220469408,-21.61282988238444,4515759.468578913,NA,NA,Saudi Arabia,Belgium,3,4
BESE,BE,SE,-16.172848431915686,-19.980231285156556,1411267.4184808258,NA,0.6053311937238122,Sweden,Belgium,4,4
BESG,BE,SG,-15.955485246688621,-20.46508022801768,10587022.229030713,NA,0.5849157528751002,Singapore,Belgium,3,4
BESI,BE,SI,-14.005934429449962,-20.80131193105598,966798.8900430929,NA,0.8312382990104306,Slovenia,Belgium,4,4
BESK,BE,SK,-13.690603522562807,-20.17307812589857,1138370.5986425763,NA,0.8404207898725149,Slovakia,Belgium,4,4
BETH,BE,TH,-17.090141164634307,-22.076113029213218,9142855.09545084,NA,0.8717125791209771,Thailand,Belgium,3,4
BETR,BE,TR,-13.389015524846014,-21.77734334684065,2737472.3646134734,NA,0.8959614870286172,Turkey,Belgium,3,4
BETW,BE,TW,-15.977082021799998,-21.735991262369566,9677958.640731955,NA,0.9186948381920299,"Taiwan, Province of China",Belgium,3,4
BEUA,BE,UA,-13.532384648977041,-21.208265202115623,2005182.304869161,NA,0.8241954176696087,Ukraine,Belgium,4,4
BEUS,BE,US,-15.479595484458578,-21.878260139218625,7456955.425536193,NA,0.5849157528751002,United States of America,Belgium,2,4
BEVN,BE,VN,-15.767807960256157,-22.17846190506652,9566585.558604795,NA,0.908620843362753,Viet Nam,Belgium,3,4
BEZA,BE,ZA,-17.29674350881295,-21.182153904939177,9254874.989239264,NA,0.5849157528751002,South Africa,Belgium,1,4
BGBR,BG,BR,-17.37772406965319,-25.101923249317657,9976396.164108247,113.02719854789927,0.8117143621289115,Brazil,Bulgaria,2,4
BGBY,BG,BY,-15.94234736281992,-22.62084013667583,1135136.4424116903,168.93767434410213,0.5511277525184987,Belarus,Bulgaria,4,4
BGCA,BG,CA,-16.173689498446837,-24.924443097518616,7378095.4402374495,143.1037256022776,0.7995899081750913,Canada,Bulgaria,2,4
BGCH,BG,CH,-14.2413482616248,-22.838661163341715,1406920.4776599698,100.25135732772104,0.8210751537844343,Switzerland,Bulgaria,4,4
BGCO,BG,CO,-16.416784816238145,NA,10282493.085696476,156.8638769895623,0.8362307212267094,Colombia,Bulgaria,2,4
BGCZ,BG,CZ,-14.211583643225236,-20.729544891455078,1072736.5092625872,NA,0.48239279664794504,Czech Republic,Bulgaria,4,4
BGDE,BG,DE,-13.39547679193636,-22.26637480928199,1443061.7439197763,100.25135732772104,0.8210751537844343,Germany,Bulgaria,4,4
BGDK,BG,DK,-15.66933643266842,-23.225888426247597,1800146.2907009807,140.6504708129605,0.8470179192297406,Denmark,Bulgaria,4,4
BGDZ,BG,DZ,-15.713966628461558,-23.423655636195758,2586338.650297414,102.73592321999153,NA,Algeria,Bulgaria,1,4
BGEE,BG,EE,-13.552055416889015,-24.582257461582014,1782438.8766275204,NA,0.8864223945796559,Estonia,Bulgaria,4,4
BGEG,BG,EG,-16.297018616160177,-23.856708418494105,1837618.6971164627,102.73592321999153,NA,Egypt,Bulgaria,1,4
BGES,BG,ES,-14.165318875363159,-23.020820498162657,2428490.9045907357,156.8638769895623,0.8362307212267094,Spain,Bulgaria,4,4
BGFI,BG,FI,-14.27481773041785,-23.395114847247395,2338578.2085966594,114.66553102239561,0.8254435232236783,Finland,Bulgaria,4,4
BGFR,BG,FR,-14.287423491046235,-22.985633702222408,1849684.9827270943,NA,0.8172416867255059,France,Bulgaria,4,4
BGGB,BG,GB,-13.81937792918935,-23.5891825423493,2439733.006438095,143.1037256022776,0.7995899081750913,United Kingdom of Great Britain and Northern Ireland,Bulgaria,4,4
BGGR,BG,GR,-12.284958205746177,-20.69858734257685,511572.96378251904,NA,0.8553980565213515,Greece,Bulgaria,4,4
BGHR,BG,HR,-11.47517527997758,-21.465209233607887,796461.5437066706,NA,0.42034412053133635,Croatia,Bulgaria,4,4
BGHU,BG,HU,-12.940106247803191,-21.554758068945,594030.2539256527,153.24201751679274,0.8636890434162432,Hungary,Bulgaria,4,4
BGID,BG,ID,-18.002056559983085,-25.57771919212941,10804865.95099044,167.15155111792592,0.8947133814745476,Indonesia,Bulgaria,3,4
BGIE,BG,IE,-13.311263083984514,-24.28583936084817,2667669.1244819337,143.1037256022776,0.7995899081750913,Ireland,Bulgaria,4,4
BGIL,BG,IL,-14.341960615395228,-23.182058546704813,1541988.6407173236,119.03480169057235,NA,Israel,Bulgaria,3,4
BGIN,BG,IN,-19.34405232891089,-25.754604549357577,5452034.174482579,121.59262859897582,0.7938842827850584,India,Bulgaria,3,4
BGIQ,BG,IQ,-14.609476852610783,-25.048102360947052,1996840.416482322,102.73592321999153,NA,Iraq,Bulgaria,3,4
BGIT,BG,IT,-14.959183307966502,-21.979471659524943,991184.932839944,95.91707313991455,0.7788178657395025,Italy,Bulgaria,4,4
BGJO,BG,JO,-14.934216738696405,-23.150343805324297,1652354.6951011193,102.73592321999153,NA,Jordan,Bulgaria,3,4
BGJP,BG,JP,-16.4115601131247,-25.2040147277849,8931239.021097897,174.56822572995108,0.9019345636088081,Japan,Bulgaria,3,4
BGKR,BG,KR,-14.03957970744697,-24.460371596094497,8181966.779049002,163.78215772410226,0.87501114379959,Republic of Korea,Bulgaria,3,4
BGKW,BG,KW,-14.72934096572166,-26.959631104164863,2521827.172883661,102.73592321999153,NA,Kuwait,Bulgaria,3,4
BGKZ,BG,KZ,-14.745468072458129,-22.899102544210184,3356111.0745065883,102.82515966841646,0.8734064366586431,Kazakhstan,Bulgaria,3,4
BGLT,BG,LT,-13.640296284490159,-23.07811295465668,1448918.39547958,106.21426463246043,0.786039047873763,Lithuania,Bulgaria,4,4
BGLV,BG,LV,-13.83461555635307,-23.839315336906346,1558472.87110583,119.43758108373346,NA,Latvia,Bulgaria,4,4
BGMK,BG,MK,-12.03635223251124,-19.726471900822755,278637.98617943365,99.64537013384053,0.28902558616385843,The former Yugoslav Republic of Macedonia,Bulgaria,4,4
BGMX,BG,MX,-17.981584149421753,NA,10906087.158700973,156.8638769895623,0.8362307212267094,Mexico,Bulgaria,2,4
BGNL,BG,NL,-13.597967834357863,-22.548310492250767,1778072.8694602249,NA,0.8184897922795756,Netherlands,Bulgaria,4,4
BGNO,BG,NO,-12.777421938117858,-24.605376142070064,2333455.6986182136,111.10906393585151,0.8420254970134617,Norway,Bulgaria,4,4
BGPH,BG,PH,-16.70759629985401,-25.91613194148082,9593840.711464362,143.1037256022776,0.7995899081750913,Philippines,Bulgaria,3,4
BGPK,BG,PK,-18.451562651086988,-24.77051450242276,4221334.547176252,103.90052976694793,0.8142997236337702,Pakistan,Bulgaria,3,4
BGPL,BG,PL,-13.074334092442882,-22.242496059701256,1069473.6228763466,100.81621648954061,0.5353481322991887,Poland,Bulgaria,4,4
BGPT,BG,PT,-13.305362593424285,-24.178025370756167,2771133.1582599785,113.02719854789927,0.8117143621289115,Portugal,Bulgaria,4,4
BGQA,BG,QA,-12.498924545649718,NA,3080144.1761146495,102.73592321999153,NA,Qatar,Bulgaria,3,4
BGRO,BG,RO,-11.594236644831396,-20.960702332341135,333958.4723798205,101.1242433955046,0.7674957653561558,Romania,Bulgaria,4,4
BGRS,BG,RS,-12.09818720882923,NA,341594.44838359853,NA,0.42034412053133635,Serbia,Bulgaria,4,4
BGRU,BG,RU,-14.269670026154058,-22.475419472378537,5203406.380294902,123.95096233172488,0.6247659802086118,Russian Federation,Bulgaria,4,4
BGSA,BG,SA,-15.982825862484646,-25.592749716938055,2710025.2027026787,102.73592321999153,NA,Saudi Arabia,Bulgaria,3,4
BGSE,BG,SE,-14.250152459494414,-23.25169588475802,2214991.8770653913,114.66553102239561,0.8254435232236783,Sweden,Bulgaria,4,4
BGSI,BG,SI,-15.338333923752076,-20.70365664766547,858183.5085332971,99.8376456121491,0.35874119639832397,Slovenia,Bulgaria,4,4
BGSK,BG,SK,-12.459917203664705,-20.927709786566258,761056.9579395144,NA,0.4932691450476954,Slovakia,Bulgaria,4,4
BGTH,BG,TH,-17.442026430710165,-26.078603069966828,7674316.528636448,166.34523001990092,0.908620843362753,Thailand,Bulgaria,3,4
BGTR,BG,TR,-13.722946899855959,-22.054801395308495,940003.720276705,136.3215112303404,0.861281982704823,Turkey,Bulgaria,3,4
BGUA,BG,UA,-13.827523679234757,-20.290491872176194,858954.9495240013,99.80339463959928,0.5678880271017206,Ukraine,Bulgaria,4,4
BGUS,BG,US,-14.363193041441265,-25.516461321778625,9211921.123140119,143.1037256022776,0.7995899081750913,United States of America,Bulgaria,2,4
BGVN,BG,VN,-14.629258804738331,-28.744135399845938,8225126.053670061,164.98889180257362,0.9098689489168227,Viet Nam,Bulgaria,3,4
BHBR,BH,BR,-18.44832716049707,-24.03541812919206,12046988.912613316,70.66751913990753,NA,Brazil,Bahrain,2,3
BHCH,BH,CH,-14.11756488865074,-22.16740627864036,4387955.595505191,26.158017745560464,NA,Switzerland,Bahrain,4,3
BHDE,BH,DE,-15.826783008075473,-23.726752506455792,4396521.681281998,26.158017745560464,NA,Germany,Bahrain,4,3
BHDZ,BH,DZ,-16.427753942625266,-24.821003420639492,4686862.076496064,0,0,Algeria,Bahrain,1,3
BHEG,BH,EG,-13.594975309657643,-24.11130125945127,2043083.5288241014,0,0,Egypt,Bahrain,1,3
BHES,BH,ES,-15.925577222322465,-23.955225542012137,5235463.787579948,166.39748513958506,NA,Spain,Bahrain,4,3
BHFI,BH,FI,-15.042741043419658,-23.55815278829582,4585199.949939696,83.39008607952832,NA,Finland,Bahrain,4,3
BHFR,BH,FR,-14.989029736527774,-23.228442328139337,4808264.040022042,NA,NA,France,Bahrain,4,3
BHGB,BH,GB,-13.762458815284973,-22.704833027262588,5409089.942770941,156.59282004870923,NA,United Kingdom of Great Britain and Northern Ireland,Bahrain,4,3
BHGR,BH,GR,-14.924259298777772,-24.341489122411318,3023587.5122485165,NA,NA,Greece,Bahrain,4,3
BHID,BH,ID,-18.267297552308467,-24.602383328150886,8239482.724571706,140.69020878687894,NA,Indonesia,Bahrain,3,3
BHIL,BH,IL,-14.669492494347352,NA,1652503.3927858716,104.11151944570605,NA,Israel,Bahrain,3,3
BHIN,BH,IN,-17.616635678893825,-23.508198395176063,2790874.332627793,124.34005973780548,NA,India,Bahrain,3,3
BHIQ,BH,IQ,-13.474656416286123,-27.075997347689732,1001372.7145831604,0,0,Iraq,Bahrain,3,3
BHJO,BH,JO,-12.256361897146546,-21.905939528725828,1522220.2386830968,0,0,Jordan,Bahrain,3,3
BHJP,BH,JP,-16.367033818165858,-22.723241021143252,8146230.1726277135,153.20765594659073,NA,Japan,Bahrain,3,3
BHKR,BH,KR,-16.350432989593052,-22.619643168252892,7216950.194666073,141.63370671766592,NA,Republic of Korea,Bahrain,3,3
BHKW,BH,KW,-11.209681745254265,-22.257295242220994,474505.1888684088,0,0,Kuwait,Bahrain,3,3
BHMA,BH,MA,-15.75192756078446,-24.007786999103903,5386996.790794676,0,0,Morocco,Bahrain,1,3
BHMX,BH,MX,-17.935225730526597,-30.070349895614473,13829696.551945105,166.39748513958506,NA,Mexico,Bahrain,2,3
BHMY,BH,MY,-15.890581970775903,-23.02262237746871,7108066.125813454,NA,NA,Malaysia,Bahrain,3,3
